Id	Spelling	Transcription
L27S00	Kusinerna satt i fåtöljen	[ k ʉ . s ˈ iː . n e̞ . ɳ a ], [ s ˈ a tː ], [ ˈ iː ], [ f ɔ . t ˈ ø̞ lː . ʝ e̞ n ]
L27S01	Mormor äter gröt varje dag	[ m ² ʊ rː . m ˌ ʊ rː ], [ ˈ ɛː . t e̞ r ], [ ɡ r ˈ øː t ], [ v ² a rː . ʝ e̞ ], [ d ˈ ɑː ɡ ]
L27S02	Damen handlade sju skjortor	[ d ˈ ɑː . m e̞ n ], [ h ² a nː d . l a . d e̞ ], [ ɧ ˈ ʉː ], [ ɧ ² ʊ ʈː . ʊ r ]
L27S03	Sönerna pussade sin mamma	[ s ² øː . n e̞ . ɳ a ], [ p ² ɵ sː . a . d e̞ ], [ s ˈ ɪ nː ], [ m ² a mː . a ]
L27S04	Pappa väntade utanför	[ p ² a pː . a ], [ v ² ɛ̝ nː . t a . d e̞ ], [ ² ʉː . t a ɱ . f ˌ øː r ]
L27S05	Killarna stod framför kiosken	[ k ² ɪ lː . a . ɳ a ], [ s t ˈ uː d ], [ f r ² a mː . f ˌ øː r ], [ ɕ ˈ ɔ sː . k e̞ n ]
L27S06	Mamma stökade till i köket	[ m ² a mː . a ], [ s t ² øː . k a . d e̞ ], [ t ˈ ɪ lː ], [ ˈ iː ], [ ɕ ˈ øː . k e̞ t ]
L27S07	Det sitter tio män i bastun	[ d ˈ ɛː ], [ s ˈ ɪ tː . e̞ r ], [ t ² iː . ʊ ], [ m ˈ ɛ̝ nː ], [ ˈ iː ], [ b ² a sː . t ɵ n ]
L27S08	Brandbilen välte ner i diket	[ b r ² a nː d . b ˌ iː . l e̞ n ], [ v ² ɛ̝ lː . t e̞ ], [ n ˈ eː r ], [ ˈ iː ], [ d ² iː . k e̞ t ]
L27S09	Trädet hade bara sex löv kvar	[ t r ˈ ɛː . d e̞ t ], [ h ² a dː . e̞ ], [ b ² ɑː . r a ], [ s ˈ ɛ̝ kː s ], [ l ˈ øː v ], [ k v ˈ ɑː r ]
L28S00	Kvinnan hade blå naglar	[ k v ² ɪ nː . a n ], [ h ² a dː . e̞ ], [ b l ˈ oː ], [ n ² ɑː . ɡ l a r ]
L28S01	Pojken i grönt åt tre portioner	[ p ² ɔ ʝː . k e̞ n ], [ ˈ iː ], [ ɡ r ˈ øː n t ], [ ˈ oː t ], [ t r ˈ eː ], [ p ʊ ʈ . ɧ ˈ uː . n e̞ r ]
L28S02	Barnen fick måla nere vid ån	[ b ˈ ɑː . ɳ e̞ n ], [ f ˈ ɪ kː ], [ m ² oː . l a ], [ n ² eː . r e̞ ], [ v ˈ iː ], [ ˈ oː n ]
L28S03	På lovet ska jag till simhallen	[ p ˈ oː ], [ l ˈ oː . v e̞ t ], [ s k ˈ ɑː ], [ ʝ ˈ ɑː ], [ t ˈ ɪ ], [ s ² ɪ mː . h ˌ a lː . e̞ n ]
L28S04	Det låg tretton knivar i lådan	[ d ˈ ɛː ], [ l ˈ oː ɡ ], [ t r ² ɛ̝ tː . ɔ n ], [ k n ² iː . v a r ], [ ˈ iː ], [ l ² oː . d a n ]
L28S05	Påsen innehöll ett gult paket	[ p ² oː . s e̞ n ], [ ² ɪ nː . e̞ . h ˌ ø̞ lː ], [ ˈ ɛ̝ tː ], [ ɡ ˈ ʉː l t ], [ p a . k ˈ eː t ]
L28S06	Författaren såg en pjäs	[ f ø̞ r . f ˈ a tː . a . r e̞ n ], [ s ˈ oː ɡ ], [ ˈ ɛ̝ nː ], [ p ʝ ˈ ɛː s ]
L28S07	Tjejen satt i trappan	[ ɕ ˈ ɛ̝ ʝː . e̞ n ], [ s ˈ a tː ], [ ˈ iː ], [ t r ² a pː . a n ]
L28S08	Barnen lekte framför huset	[ b ˈ ɑː . ɳ e̞ n ], [ l ² eː k . t e̞ ], [ f r ² a mː . f ˌ øː r ], [ h ˈ ʉː . s e̞ t ]
L28S09	Löparen rengjorde sina skor	[ l ² øː . p a . r e̞ n ], [ r ² eː n . ʝ ˌ uː . ɖ e̞ ], [ s ² iː . n a ], [ s k ˈ uː r ]
L29S00	Klänningen i skyltfönstret är vit	[ k l ² ɛ̝ nː . ɪ ŋ . e̞ n ], [ ˈ iː ], [ ɧ ² ʏ lː t . f ˌ ø̞ nː . s t r e̞ t ], [ ˈ ɛː ], [ v ˈ iː t ]
L29S01	Affärsmannen körde för fort	[ a . f ² ɛː ʂ . m ˌ a nː . e̞ n ], [ ɕ ² øː . ɖ e̞ ], [ f ˈ øː r ], [ f ˈ ʊ ʈː ]
L29S02	Servitrisen tappar besticken	[ s e̞ r . v ɪ . t r ˈ iː . s e̞ n ], [ t ² a pː . a r ], [ b e̞ . s t ˈ ɪ kː . e̞ n ]
L29S03	Månen lyste på de sex männen	[ m ² oː . n e̞ n ], [ l ² yː . s t e̞ ], [ p ˈ oː ], [ d ˈ ɔ mː ], [ s ˈ ɛ̝ kː s ], [ m ˈ ɛ̝ nː . e̞ n ]
L29S04	I diskhon låg tjugo gafflar	[ ˈ iː ], [ d ² ɪ sː k . h ˌ uː n ], [ l ˈ oː ɡ ], [ ɕ ² ʉː . ɡ ʊ ], [ ɡ ² a fː . l a r ]
L29S05	Flickan stod länge i duschen	[ f l ² ɪ kː . a n ], [ s t ˈ uː d ], [ l ² ɛ̝ ŋː . e̞ ], [ ˈ iː ], [ d ˈ ɵ ʂː . e̞ n ]
L29S06	Han tappade en sko	[ h ˈ a nː ], [ t ² a pː . a . d e̞ ], [ ˈ ɛ̝ nː ], [ s k ˈ uː ]
L29S07	Åtta tallrikar föll från hyllan	[ ² ɔ tː . a ], [ t ² a lː . r ɪ . k a r ], [ f ˈ ø̞ lː ], [ f r ˈ oː n ], [ h ² ʏ lː . a n ]
L29S08	Fem filmer recenserades	[ f ˈ ɛ̝ mː ], [ f ² ɪ lː . m e̞ r ], [ r e̞ . s e̞ n . s ˈ eː . r a . d e̞ s ]
L29S09	En spegelram målades grön	[ ˈ ɛ̝ nː ], [ s p ² eː . ɡ e̞ l . r ˌ ɑː m ], [ m ² oː . l a . d e̞ s ], [ ɡ r ˈ øː n ]
