Id	Spelling	Transcription	IsKeyComponent
L20S03W01	män	 m ˈ ɛ̝ nː 	1
L20S03W02	sjöng	 ɧ ˈ ø̞ ŋː 	1
L20S03W03	i	 ˈ iː 	0
L20S03W04	kyrkan	 ɕ ² ʏ rː . k a n 	1
L20S04W00	Mannen	 m ˈ a nː . e̞ n 	1
L20S04W01	låg	 l ˈ oː ɡ 	1
L20S04W02	på	 p ˈ oː 	0
L20S04W03	stranden	 s t r ˈ a nː . d e̞ n 	1
L20S05W00	Läkaren	 l ² ɛː . k a . r e̞ n 	1
L20S05W01	hälsar	 h ² ɛ̝ lː . s a r 	1
L20S05W02	på	 p ˈ oː 	0
L20S05W03	sin	 s ˈ ɪ nː 	0
L20S05W04	dotter	 d ² ɔ tː . e̞ r 	1
L20S06W00	Blommorna	 b l ² ʊ mː . ʊ . ɳ a 	1
L20S06W01	i	 ˈ iː 	0
L20S06W02	vasen	 v ˈ ɑː . s e̞ n 	1
L20S06W03	är	 ˈ ɛː 	0
L20S06W04	blåa	 b l ² oː . a 	1
L20S07W00	Kvinnan	 k v ² ɪ nː . a n 	1
L20S07W01	i	 ˈ iː 	0
L20S07W02	kiosken	 ɕ ˈ ɔ sː . k e̞ n 	1
L20S07W03	har	 h ˈ ɑː r 	0
L20S07W04	vitt	 v ˈ ɪ tː 	1
L20S07W05	hår	 h ˈ oː r 	1
L20S08W00	Flickan	 f l ² ɪ kː . a n 	1
L20S08W01	letar	 l ² eː . t a r 	1
L20S08W02	efter	 ² ɛ̝ fː . t e̞ r 	0
L20S08W03	strumporna	 s t r ² ɵ mː . p ʊ . ɳ a 	1
L20S09W00	Pojken	 p ˈ ɔ ʝː . k e̞ n 	1
L20S09W01	såg	 s ˈ oː ɡ 	1
L20S09W02	det	 d ˈ ɛː 	0
L20S09W03	gröna	 ɡ r ² øː . n a 	1
L20S09W04	tyget	 t ˈ yː . ɡ e̞ t 	1
L21S00W00	Kossan	 k ² ʊ sː . a n 	1
L21S00W01	betar	 b ² eː . t a r 	1
L21S00W02	grönt	 ɡ r ˈ øː n t 	0
L21S00W03	gräs	 ɡ r ˈ ɛː s 	1
L21S00W04	i	 ˈ iː 	0
L21S00W05	hagen	 h ² ɑː . ɡ e̞ n 	1
L21S01W00	Marken	 m ˈ a rː . k e̞ n 	1
L21S01W01	blir	 b l ˈ iː r 	1
L21S01W02	hård	 h ˈ oː ɖ 	1
L21S01W03	när	 n ˈ ɛː r 	0
L21S01W04	det	 d ˈ ɛː 	0
L21S01W05	är	 ˈ ɛː 	0
L21S01W06	tjäle	 ɕ ² ɛː . l e̞ 	1
L21S02W00	Farmor	 f ² a rː . m ˌ ʊ rː 	1
L21S02W01	köpte	 ɕ ² ø̞ pː . t e̞ 	1
L21S02W02	femton	 f ² ɛ̝ mː . t ɔ n 	1
L21S02W03	fiskar	 f ² ɪ sː . k a r 	1
L21S03W00	Valpen	 v ˈ a lː . p e̞ n 	1
L21S03W01	svalkade	 s v ² a lː . k a . d e̞ 	1
L21S03W02	sig	 s ˈ ɛ̝ ʝː 	0
L21S03W03	i	 ˈ iː 	0
L21S03W04	skuggan	 s k ² ɵ ɡː . a n 	1
L21S04W00	Kvinnan	 k v ² ɪ nː . a n 	1
L21S04W01	hjälper	 ʝ ˈ ɛ̝ lː . p e̞ r 	1
L21S04W02	sina	 s ² iː . n a 	1
L21S04W03	barn	 b ˈ ɑː ɳ 	1
L21S05W00	Den	 d ˈ ɛ̝ nː 	0
L21S05W01	blå	 b l ˈ oː 	1
L21S05W02	flaskan	 f l ² a sː . k a n 	1
L21S05W03	står	 s t ˈ oː r 	0
L21S05W04	på	 p ˈ oː 	0
L21S05W05	hyllan	 h ² ʏ lː . a n 	1
L21S06W00	Stegen	 s t ² eː . ɡ e̞ n 	1
L21S06W01	är	 ˈ ɛː 	0
L21S06W02	två	 t v ˈ oː 	1
L21S06W03	meter	 m ˈ eː . t e̞ r 	1
L21S06W04	lång	 l ˈ ɔ ŋː 	0
L21S07W00	Ungarna	 ² ɵ ŋː . a . ɳ a 	1
L21S07W01	satt	 s ˈ a tː 	1
L21S07W02	framför	 f r ² a mː . f ˌ øː r 	0
L21S07W03	datorn	 d ² ɑː . t ʊ ɳ 	1
L21S08W00	Pojken	 p ˈ ɔ ʝː . k e̞ n 	0
L21S08W01	hade	 h ² a dː . e̞ 	0
L21S08W02	sönder	 s ˈ ø̞ nː . d e̞ r 	1
L21S08W03	staketet	 s t a . k ˈ eː . t e̞ t 	1
L21S09W00	Rektorn	 r ² ɛ̝ kː . t ʊ ɳ 	1
L21S09W01	rättade	 r ² ɛ̝ tː . a . d e̞ 	1
L21S09W02	till	 t ˈ ɪ lː 	1
L21S09W03	slipsen	 s l ˈ ɪ pː . s e̞ n 	1
L22S00W00	Pojken	 p ² ɔ ʝː . k e̞ n 	1
L22S00W01	har	 h ˈ ɑː r 	0
L22S00W02	tretton	 t r ² ɛ̝ tː . ɔ n 	1
L22S00W03	kusiner	 k ʉ . s ˈ iː . n e̞ r 	1
L22S01W00	Fyra	 f ² yː . r a 	1
L22S01W01	gula	 ɡ ² ʉː . l a 	1
L22S01W02	bilar	 b ² iː . l a r 	1
L22S01W03	stod	 s t ˈ uː d 	1
L22S01W04	i	 ˈ iː 	0
L22S01W05	kön	 k ˈ øː n 	1
L22S02W00	Tavlan	 t ² ɑː v . l a n 	1
L22S02W01	var	 v ˈ ɑː 	0
L22S02W02	målad	 m ² oː . l a d 	1
L22S02W03	i	 ˈ iː 	0
L22S02W04	rött	 r ˈ ø̞ tː 	1
L22S03W00	Mattan	 m ² a tː . a n 	1
L22S03W01	vädrades	 v ² ɛː . d r a . d e̞ s 	1
L22S03W02	på	 p ˈ oː 	0
L22S03W03	balkongen	 b a l . k ˈ ɔ ŋː . e̞ n 	1
L22S04W00	Fem	 f ˈ ɛ̝ mː 	1
L22S04W01	tjejer	 ɕ ² ɛ̝ ʝː . e̞ r 	1
L22S04W02	sprang	 s p r ˈ a ŋː 	1
L22S04W03	på	 p ˈ oː 	0
L22S04W04	skolgården	 s k ² uː l . ɡ ˌ oː . ɖ e̞ n 	1
L22S05W00	Huset	 h ˈ ʉː . s e̞ t 	1
L22S05W01	hade	 h ² a dː . e̞ 	0
L22S05W02	nio	 n ² iː . ʊ 	1
L22S05W03	sovrum	 s ² oː v . r ˌ ɵ mː 	1
L22S06W00	Tjusningen	 ɕ ² ʉː . s n ɪ ŋ . e̞ n 	1
L22S06W01	med	 m ˈ eː 	0
L22S06W02	vintern	 v ˈ ɪ nː . t e̞ ɳ 	1
L22S06W03	är	 ˈ ɛː 	0
L22S06W04	snön	 s n ˈ ø̞ nː 	1
L22S07W00	Farmor	 f ² a rː . m ˌ ʊ rː 	1
L22S07W01	rensade	 r ² ɛ̝ nː . s a . d e̞ 	1
L22S07W02	i	 ˈ iː 	0
L22S07W03	klädskåpet	 k l ² ɛː . s k ˌ oː . p e̞ t 	1
L22S08W00	Flickan	 f l ² ɪ kː . a n 	1
L22S08W01	handlade	 h ² a nː d . l a . d e̞ 	1
L22S08W02	ost	 ˈ ʊ sː t 	1
L22S08W03	och	 ˈ ɔ kː 	0
L22S08W04	korv	 k ˈ ɔ rː v 	1
L22S09W00	Barnet	 b ˈ ɑː . ɳ e̞ t 	1
L22S09W01	lärde	 l ² ɛː . ɖ e̞ 	1
L22S09W02	sig	 s ˈ ɛ̝ ʝː 	1
L22S09W03	alfabetet	 ² a lː . f a . b ˌ eː . t e̞ t 	1
L23S00W00	Soldaten	 s ʊ l . d ˈ ɑː . t e̞ n 	1
L23S00W01	springer	 s p r ˈ ɪ ŋː . e̞ r 	1
L23S00W02	över	 ˈ øː . v e̞ r 	0
L23S00W03	bron	 b r ˈ uː n 	1
L23S01W00	Chefen	 ɧ ˈ eː . f e̞ n 	1
L23S01W01	pratade	 p r ² ɑː . t a . d e̞ 	1
L23S01W02	med	 m ˈ eː 	1
L23S01W03	honom	 h ² ɔ nː . ɔ m 	1
L23S02W00	I	 ˈ iː 	0
L23S02W01	glaset	 ɡ l ˈ ɑː . s e̞ t 	1
L23S02W02	fanns	 f ˈ a nː s 	1
L23S02W03	en	 ˈ ɛ̝ nː 	0
L23S02W04	röd	 r ˈ øː d 	1
L23S02W05	servett	 s e̞ r . v ˈ ɛ̝ tː 	1
L23S03W00	Hundarna	 h ² ɵ nː . d a . ɳ a 	1
L23S03W01	rullade	 r ² ɵ lː . a . d e̞ 	1
L23S03W02	runt	 r ˈ ɵ nː t 	1
L23S03W03	i	 ˈ iː 	0
L23S03W04	snön	 s n ˈ ø̞ nː 	1
L23S04W00	Flickan	 f l ² ɪ kː . a n 	1
L23S04W01	lånade	 l ² oː . n a . d e̞ 	1
L23S04W02	ut	 ˈ ʉː t 	1
L23S04W03	sitt	 s ˈ ɪ tː 	0
L23S04W04	hårband	 h ² oː r . b ˌ a nː d 	1
L23S05W00	Bilen	 b ˈ iː . l e̞ n 	1
L23S05W01	fick	 f ˈ ɪ kː 	1
L23S05W02	två	 t v ˈ oː 	1
L23S05W03	repor	 r ² eː . p ʊ r 	1
L23S06W00	Vaktmästaren	 v ² a kː t . m ˌ ɛ̝ sː . t a . r e̞ n 	1
L23S06W01	städar	 s t ² ɛː . d a r 	1
L23S06W02	matsalen	 m ² ɑː t . s ˌ ɑː . l e̞ n 	1
L23S07W00	Killen	 k ² ɪ lː . e̞ n 	1
L23S07W01	målade	 m ² oː . l a . d e̞ 	1
L23S07W02	om	 ˈ ɔ mː 	0
L23S07W03	väggarna	 v ² ɛ̝ ɡː . a . ɳ a 	1
L23S08W00	Byxorna	 b ² ʏ kː . s ʊ . ɳ a 	1
L23S08W01	glömdes	 ɡ l ² ø̞ mː . d e̞ s 	1
L23S08W02	i	 ˈ iː 	0
L23S08W03	torkskåpet	 t ² ɔ rː k . s k ˌ oː . p e̞ t 	1
L23S09W00	Jackan	 ʝ ² a kː . a n 	1
L23S09W01	hängde	 h ² ɛ̝ ŋː . d e̞ 	1
L23S09W02	i	 ˈ iː 	0
L23S09W03	garderoben	 ɡ a . ɖ e̞ . r ˈ oː . b e̞ n 	1
L24S00W00	Elefanten	 e̞ . l e̞ . f ˈ a nː . t e̞ n 	1
L24S00W01	åt	 ˈ oː t 	1
L24S00W02	ur	 ˈ ʉː r 	1
L24S00W03	en	 ˈ ɛ̝ nː 	0
L24S00W04	blå	 b l ˈ oː 	1
L24S00W05	hink	 h ˈ ɪ ŋː k 	1
L24S01W00	Servitrisen	 s e̞ r . v ɪ . t r ˈ iː . s e̞ n 	1
L24S01W01	bar	 b ˈ ɑː r 	1
L24S01W02	ut	 ˈ ʉː t 	1
L24S01W03	grädden	 ɡ r ² ɛ̝ dː . e̞ n 	1
L24S02W00	Under	 ˈ ɵ nː . d e̞ r 	1
L24S02W01	fönstret	 f ˈ ø̞ nː . s t r e̞ t 	1
L24S02W02	stod	 s t ˈ uː d 	0
L24S02W03	en	 ˈ ɛ̝ nː 	0
L24S02W04	säng	 s ˈ ɛ̝ ŋː 	1
L24S03W00	Det	 d ˈ ɛː 	0
L24S03W01	fanns	 f ˈ a nː s 	0
L24S03W02	mycket	 m ² ʏ kː . e̞ t 	1
L24S03W03	svamp	 s v ˈ a mː p 	1
L24S03W04	i	 ˈ iː 	0
L24S03W05	gläntan	 ɡ l ² ɛ̝ nː . t a n 	1
L24S04W00	Klockan	 k l ² ɔ kː . a n 	1
L24S04W01	i	 ˈ iː 	0
L24S04W02	köket	 ɕ ˈ øː . k e̞ t 	1
L24S04W03	slog	 s l ˈ uː ɡ 	1
L24S04W04	tolv	 t ˈ ɔ lː v 	1
L24S05W00	Pojkarna	 p ² ɔ ʝː . k a . ɳ a 	1
L24S05W01	sprang	 s p r ˈ a ŋː 	1
L24S05W02	nedför	 n ˈ eː . f ø r 	1
L24S05W03	backen	 b ² a kː . e̞ n 	1
L24S06W00	Flickan	 f l ² ɪ kː . a n 	1
L24S06W01	har	 h ˈ ɑː r 	0
L24S06W02	tio	 t ² iː . ʊ 	1
L24S06W03	väskor	 v ² ɛ̝ sː . k ʊ r 	1
L24S07W00	Dockan	 d ² ɔ kː . a n 	1
L24S07W01	låg	 l ˈ oː ɡ 	0
L24S07W02	gömd	 ʝ ˈ ø̞ mː d 	1
L24S07W03	i	 ˈ iː 	0
L24S07W04	buskarna	 b ² ɵ sː . k a . ɳ a 	1
L24S08W00	Kompisarna	 k ˈ ɔ mː . p ɪ . s a . ɳ a 	1
L24S08W01	delar	 d ² eː . l a r 	1
L24S08W02	på	 p ˈ oː 	0
L24S08W03	pizzan	 p ² ɪ tː . s a n 	1
L24S09W00	Grannen	 ɡ r ² a nː . e̞ n 	1
L24S09W01	lånade	 l ² oː . n a . d e̞ 	1
L24S09W02	en	 ˈ ɛ̝ nː 	0
L24S09W03	mejsel	 m ² ɛ̝ ʝː . s e̞ l 	1
L25S00W00	Kvinnan	 k v ² ɪ nː . a n 	1
L25S00W01	plockar	 p l ² ɔ kː . a r 	1
L25S00W02	fram	 f r ˈ a mː 	1
L25S00W03	sin	 s ˈ ɪ nː 	0
L25S00W04	medicin	 m e̞ . d ɪ . s ˈ iː n 	1
L25S01W00	Killen	 k ² ɪ lː . e̞ n 	1
L25S01W01	köpte	 ɕ ² ø̞ pː . t e̞ 	1
L25S01W02	en	 ˈ ɛ̝ nː 	0
L25S01W03	glass	 ɡ l ˈ a sː 	1
L25S02W00	Han	 h ˈ a nː 	1
L25S02W01	sprang	 s p r ˈ a ŋː 	1
L25S02W02	fort	 f ˈ ʊ ʈː 	1
L25S02W03	genom	 ʝ ˈ eː . n ɔ m 	0
L25S02W04	skogen	 s k ˈ uː . ɡ e̞ n 	1
L25S03W00	Svenskarna	 s v ² ɛ̝ nː . s k a . ɳ a 	1
L25S03W01	dricker	 d r ˈ ɪ kː . e̞ r 	1
L25S03W02	hemgjord	 h ² ɛ̝ mː . ʝ ˌ uː ɖ 	1
L25S03W03	saft	 s ˈ a fː t 	1
L25S04W00	Morfar	 m ² ʊ rː . f ˌ a rː 	1
L25S04W01	odlar	 ² uː d . l a r 	1
L25S04W02	potatis	 p ʊ . t ˈ ɑː . t ɪ s 	1
L25S05W00	Grannen	 ɡ r ² a nː . e̞ n 	1
L25S05W01	hade	 h ² a dː . e̞ 	0
L25S05W02	fest	 f ˈ ɛ̝ sː t 	1
L25S05W03	igår	 ɪ . ɡ ˈ oː r 	1
L25S06W00	Pojken	 p ˈ ɔ ʝː . k e̞ n 	1
L25S06W01	kräver	 k r ˈ ɛː . v e̞ r 	1
L25S06W02	högre	 h ˈ øː ɡ . r e̞ 	1
L25S06W03	veckopeng	 v ² ɛ̝ kː . ʊ . p ˌ ɛ̝ ŋː 	1
L25S07W00	Barnet	 b ˈ ɑː . ɳ e̞ t 	1
L25S07W01	lekte	 l ² eː k . t e̞ 	1
L25S07W02	med	 m ˈ eː 	0
L25S07W03	hunden	 h ˈ ɵ nː . d e̞ n 	1
L25S08W00	Båda	 b ² oː . d a 	1
L25S08W01	tröjorna	 t r ² ø̞ ʝː . ʊ . ɳ a 	1
L25S08W02	var	 v ˈ ɑː 	0
L25S08W03	svarta	 s v ² a ʈː . a 	1
L25S09W00	Lyktan	 l ² ʏ kː . t a n 	1
L25S09W01	gav	 ɡ ˈ ɑː v 	1
L25S09W02	ett	 ˈ ɛ̝ tː 	0
L25S09W03	grönt	 ɡ r ˈ øː n t 	1
L25S09W04	sken	 ɧ ˈ eː n 	1
L26S00W00	Kvinnorna	 k v ² ɪ nː . ʊ . ɳ a 	1
L26S00W01	satt	 s ˈ a tː 	1
L26S00W02	på	 p ˈ oː 	0
L26S00W03	bänken	 b ˈ ɛ̝ ŋː . k e̞ n 	1
L26S01W00	Pojkarna	 p ² ɔ ʝː . k a . ɳ a 	1
L26S01W01	lekte	 l ² eː k . t e̞ 	1
L26S01W02	på	 p ˈ oː 	0
L26S01W03	stranden	 s t r ˈ a nː . d e̞ n 	1
L26S02W00	Syltburken	 s ² ʏ lː t . b ˌ ɵ rː . k e̞ n 	1
L26S02W01	står	 s t ˈ oː r 	1
L26S02W02	på	 p ˈ oː 	0
L26S02W03	köksbordet	 ɕ ² ø̞ kː s . b ˌ uː . ɖ e̞ t 	1
L26S03W00	Fåtöljen	 f ɔ . t ˈ ø̞ lː . ʝ e̞ n 	1
L26S03W01	står	 s t ˈ oː r 	1
L26S03W02	en	 ˈ ɛ̝ nː 	0
L26S03W03	trappa	 t r ² a pː . a 	1
L26S03W04	upp	 ˈ ɵ pː 	1
L26S04W00	Det	 d ˈ ɛː 	0
L26S04W01	låg	 l ˈ oː ɡ 	1
L26S04W02	en	 ˈ ɛ̝ nː 	0
L26S04W03	vit	 v ˈ iː t 	1
L26S04W04	snäcka	 s n ² ɛ̝ kː . a 	1
L26S04W05	på	 p ˈ oː 	0
L26S04W06	botten	 b ˈ ɔ tː . e̞ n 	1
L26S05W00	Mamma	 m ² a mː . a 	1
L26S05W01	dricker	 d r ˈ ɪ kː . e̞ r 	1
L26S05W02	ur	 ˈ ʉː r 	0
L26S05W03	sin	 s ˈ ɪ nː 	1
L26S05W04	nya	 n ² yː . a 	1
L26S05W05	kopp	 k ˈ ɔ pː 	1
L26S06W00	Boken	 b ˈ uː . k e̞ n 	1
L26S06W01	är	 ˈ ɛː 	0
L26S06W02	i	 ˈ iː 	0
L26S06W03	trädgården	 t r ˈ ɛ̝ ɡː . o . ɖ e̞ n 	1
L26S07W00	Skivan	 ɧ ² iː . v a n 	1
L26S07W01	innehöll	 ² ɪ nː . e̞ . h ˌ ø̞ lː 	1
L26S07W02	femton	 f ² ɛ̝ mː . t ɔ n 	1
L26S07W03	låtar	 l ² oː t . a r 	1
L26S08W00	Hennes	 h ² ɛ̝ nː . e̞ s 	1
L26S08W01	skor	 s k ˈ uː r 	1
L26S08W02	är	 ˈ ɛː 	0
L26S08W03	svarta	 s v ² a ʈː . a 	1
L26S09W00	Handskarna	 h ² a nː d . s k a . ɳ a 	1
L26S09W01	låg	 l ˈ oː ɡ 	1
L26S09W02	på	 p ˈ oː 	1
L26S09W03	hatthyllan	 h ² a tː . h ˌ ʏ lː . a n 	1
L27S00W00	Kusinerna	 k ʉ . s ˈ iː . n e̞ . ɳ a 	1
L27S00W01	satt	 s ˈ a tː 	1
L27S00W02	i	 ˈ iː 	0
L27S00W03	fåtöljen	 f ɔ . t ˈ ø̞ lː . ʝ e̞ n 	1
L27S01W00	Mormor	 m ² ʊ rː . m ˌ ʊ rː 	1
L27S01W01	äter	 ˈ ɛː . t e̞ r 	1
L27S01W02	gröt	 ɡ r ˈ øː t 	1
L27S01W03	varje	 v ² a rː . ʝ e̞ 	0
L27S01W04	dag	 d ˈ ɑː ɡ 	1
L27S02W00	Damen	 d ˈ ɑː . m e̞ n 	1
L27S02W01	handlade	 h ² a nː d . l a . d e̞ 	1
L27S02W02	sju	 ɧ ˈ ʉː 	1
L27S02W03	skjortor	 ɧ ² ʊ ʈː . ʊ r 	1
L27S03W00	Sönerna	 s ² øː . n e̞ . ɳ a 	1
L27S03W01	pussade	 p ² ɵ sː . a . d e̞ 	1
L27S03W02	sin	 s ˈ ɪ nː 	0
L27S03W03	mamma	 m ² a mː . a 	1
L27S04W00	Pappa	 p ² a pː . a 	1
L27S04W01	väntade	 v ² ɛ̝ nː . t a . d e̞ 	1
L27S04W02	utanför	 ² ʉː . t a ɱ . f ˌ øː r 	1
L27S05W00	Killarna	 k ² ɪ lː . a . ɳ a 	1
L27S05W01	stod	 s t ˈ uː d 	1
L27S05W02	framför	 f r ² a mː . f ˌ øː r 	0
L27S05W03	kiosken	 ɕ ˈ ɔ sː . k e̞ n 	1
L27S06W00	Mamma	 m ² a mː . a 	1
L27S06W01	stökade	 s t ² øː . k a . d e̞ 	1
L27S06W02	till	 t ˈ ɪ lː 	1
L27S06W03	i	 ˈ iː 	0
L27S06W04	köket	 ɕ ˈ øː . k e̞ t 	1
L27S07W00	Det	 d ˈ ɛː 	0
L27S07W01	sitter	 s ˈ ɪ tː . e̞ r 	1
L27S07W02	tio	 t ² iː . ʊ 	1
L27S07W03	män	 m ˈ ɛ̝ nː 	1
L27S07W04	i	 ˈ iː 	0
L27S07W05	bastun	 b ² a sː . t ɵ n 	1
L27S08W00	Brandbilen	 b r ² a nː d . b ˌ iː . l e̞ n 	1
L27S08W01	välte	 v ² ɛ̝ lː . t e̞ 	1
L27S08W02	ner	 n ˈ eː r 	0
L27S08W03	i	 ˈ iː 	0
L27S08W04	diket	 d ² iː . k e̞ t 	1
L27S09W00	Trädet	 t r ˈ ɛː . d e̞ t 	1
L27S09W01	hade	 h ² a dː . e̞ 	0
L27S09W02	bara	 b ² ɑː . r a 	0
L27S09W03	sex	 s ˈ ɛ̝ kː s 	1
L27S09W04	löv	 l ˈ øː v 	1
L27S09W05	kvar	 k v ˈ ɑː r 	1
L28S00W00	Kvinnan	 k v ² ɪ nː . a n 	1
L28S00W01	hade	 h ² a dː . e̞ 	0
L28S00W02	blå	 b l ˈ oː 	1
L28S00W03	naglar	 n ² ɑː . ɡ l a r 	1
L28S01W00	Pojken	 p ² ɔ ʝː . k e̞ n 	1
L28S01W01	i	 ˈ iː 	0
L28S01W02	grönt	 ɡ r ˈ øː n t 	1
L28S01W03	åt	 ˈ oː t 	1
L28S01W04	tre	 t r ˈ eː 	1
L28S01W05	portioner	 p ʊ ʈ . ɧ ˈ uː . n e̞ r 	1
L28S02W00	Barnen	 b ˈ ɑː . ɳ e̞ n 	1
L28S02W01	fick	 f ˈ ɪ kː 	1
L28S02W02	måla	 m ² oː . l a 	1
L28S02W03	nere	 n ² eː . r e̞ 	0
L28S02W04	vid	 v ˈ iː 	1
L28S02W05	ån	 ˈ oː n 	1
L28S03W00	På	 p ˈ oː 	0
L28S03W01	lovet	 l ˈ oː . v e̞ t 	1
L28S03W02	ska	 s k ˈ ɑː 	0
L28S03W03	jag	 ʝ ˈ ɑː 	1
L28S03W04	till	 t ˈ ɪ 	0
L28S03W05	simhallen	 s ² ɪ mː . h ˌ a lː . e̞ n 	1
L28S04W00	Det	 d ˈ ɛː 	0
L28S04W01	låg	 l ˈ oː ɡ 	0
L28S04W02	tretton	 t r ² ɛ̝ tː . ɔ n 	1
L28S04W03	knivar	 k n ² iː . v a r 	1
L28S04W04	i	 ˈ iː 	0
L28S04W05	lådan	 l ² oː . d a n 	1
L28S05W00	Påsen	 p ² oː . s e̞ n 	1
L28S05W01	innehöll	 ² ɪ nː . e̞ . h ˌ ø̞ lː 	1
L28S05W02	ett	 ˈ ɛ̝ tː 	0
L28S05W03	gult	 ɡ ˈ ʉː l t 	1
L28S05W04	paket	 p a . k ˈ eː t 	1
L28S06W00	Författaren	 f ø̞ r . f ˈ a tː . a . r e̞ n 	1
L28S06W01	såg	 s ˈ oː ɡ 	1
L28S06W02	en	 ˈ ɛ̝ nː 	0
L28S06W03	pjäs	 p ʝ ˈ ɛː s 	1
L28S07W00	Tjejen	 ɕ ˈ ɛ̝ ʝː . e̞ n 	1
L28S07W01	satt	 s ˈ a tː 	1
L28S07W02	i	 ˈ iː 	0
L28S07W03	trappan	 t r ² a pː . a n 	1
L28S08W00	Barnen	 b ˈ ɑː . ɳ e̞ n 	1
L28S08W01	lekte	 l ² eː k . t e̞ 	1
L28S08W02	framför	 f r ² a mː . f ˌ øː r 	0
L28S08W03	huset	 h ˈ ʉː . s e̞ t 	1
L28S09W00	Löparen	 l ² øː . p a . r e̞ n 	1
L28S09W01	rengjorde	 r ² eː n . ʝ ˌ uː . ɖ e̞ 	1
L28S09W02	sina	 s ² iː . n a 	0
L28S09W03	skor	 s k ˈ uː r 	1
L29S00W00	Klänningen	 k l ² ɛ̝ nː . ɪ ŋ . e̞ n 	1
L29S00W01	i	 ˈ iː 	0
L29S00W02	skyltfönstret	 ɧ ² ʏ lː t . f ˌ ø̞ nː . s t r e̞ t 	1
L29S00W03	är	 ˈ ɛː 	0
L29S00W04	vit	 v ˈ iː t 	1
L29S01W00	Affärsmannen	 a . f ² ɛː ʂ . m ˌ a nː . e̞ n 	1
L29S01W01	körde	 ɕ ² øː . ɖ e̞ 	1
L29S01W02	för	 f ˈ øː r 	1
L29S01W03	fort	 f ˈ ʊ ʈː 	1
L29S02W00	Servitrisen	 s e̞ r . v ɪ . t r ˈ iː . s e̞ n 	1
L29S02W01	tappar	 t ² a pː . a r 	1
L29S02W02	besticken	 b e̞ . s t ˈ ɪ kː . e̞ n 	1
L29S03W00	Månen	 m ² oː . n e̞ n 	1
L29S03W01	lyste	 l ² yː . s t e̞ 	1
L29S03W02	på	 p ˈ oː 	0
L29S03W03	de	 d ˈ ɔ mː 	0
L29S03W04	sex	 s ˈ ɛ̝ kː s 	1
L29S03W05	männen	 m ˈ ɛ̝ nː . e̞ n 	1
L29S04W00	I	 ˈ iː 	0
L29S04W01	diskhon	 d ² ɪ sː k . h ˌ uː n 	1
L29S04W02	låg	 l ˈ oː ɡ 	1
L29S04W03	tjugo	 ɕ ² ʉː . ɡ ʊ 	1
L29S04W04	gafflar	 ɡ ² a fː . l a r 	1
L29S05W00	Flickan	 f l ² ɪ kː . a n 	1
L29S05W01	stod	 s t ˈ uː d 	1
L29S05W02	länge	 l ² ɛ̝ ŋː . e̞ 	1
L29S05W03	i	 ˈ iː 	0
L29S05W04	duschen	 d ˈ ɵ ʂː . e̞ n 	1
L29S06W00	Han	 h ˈ a nː 	1
L29S06W01	tappade	 t ² a pː . a . d e̞ 	1
L29S06W02	en	 ˈ ɛ̝ nː 	0
L29S06W03	sko	 s k ˈ uː 	1
L29S07W00	Åtta	 ² ɔ tː . a 	1
L29S07W01	tallrikar	 t ² a lː . r ɪ . k a r 	1
L29S07W02	föll	 f ˈ ø̞ lː 	1
L29S07W03	från	 f r ˈ oː n 	0
L29S07W04	hyllan	 h ² ʏ lː . a n 	1
L29S08W00	Fem	 f ˈ ɛ̝ mː 	1
L29S08W01	filmer	 f ² ɪ lː . m e̞ r 	1
L29S08W02	recenserades	 r e̞ . s e̞ n . s ˈ eː . r a . d e̞ s 	1
L29S09W00	En	 ˈ ɛ̝ nː 	0
L29S09W01	spegelram	 s p ² eː . ɡ e̞ l . r ˌ ɑː m 	1
L29S09W02	målades	 m ² oː . l a . d e̞ s 	1
L29S09W03	grön	 ɡ r ˈ øː n 	1
